"sample_id","tax_01","tax_02","tax_03","tax_04","tax_05","tax_06","tax_07","tax_08","tax_09","tax_10","tax_11","tax_12","tax_13","tax_14","tax_15","tax_16","tax_17","tax_18","tax_19","tax_20","tax_21","tax_22","tax_23","tax_24","tax_25","tax_26","tax_27","tax_28","tax_29","tax_30","tax_31","tax_32","tax_33","tax_34","tax_35","tax_36","tax_37","tax_38","tax_39","tax_40"
"S001",-0.465738432292276,0.842679994570951,-0.471286905938223,-0.00662392173708694,0.577974067071275,-0.284010263758823,-0.141671098320475,-0.470800714188818,-1.30301809372192,-0.231264417338481,-0.0186152330619137,0.797146259922849,-1.35215586574783,0.385645474354726,0.066285224087484,0.868085700447826,0.735208370889704,0.668081048558224,1.00887136737043,-0.305191073563487,-0.382076729361058,0.0692791307404609,-0.0897458723504075,0.494227261577235,-0.403573579209656,-1.13100584399375,0.128677467103905,0.963530940164304,0.363494558239573,-0.0658665157001583,0.153657434445606,0.626083680172976,0.324659000144403,-0.19741518273975,1.19858264496578,-0.0154457437602733,0.336405731215627,-0.269755936912752,-0.394820637617206,-1.04213900163918
"S002",-1.18769576489673,-1.12592405207412,0.283567261257639,-1.36952845883838,-0.365889520932851,0.295568967820106,1.31409137324788,0.364525453419307,0.418448366601973,0.312343533202911,-0.762660135245043,-0.291460113982942,0.450619792966823,-0.27692936221222,-1.32808206019819,-1.13142326633875,0.296256390842679,-0.200471713122067,-1.0399947927092,-0.393238131313152,0.41010666880373,0.38346673735737,0.880878482721558,0.143073394212569,1.11685675670745,1.66145080336414,0.454935855977215,2.13758041890137,0.0980580449270767,1.38854790584661,1.47387866118707,0.710513760455449,0.225287054516808,0.673233791820319,-0.733436981402019,-0.427324114751536,0.784336469163705,0.84306357419566,2.46557968835206,0.264930223026502
"S003",1.76103531810562,1.61591034395607,1.09442260575951,1.34583962583484,0.667760018242782,-0.471616713639481,2.61682407352433,1.54969716016031,0.654226255251203,1.80107284803069,0.83313091531962,1.18938415353358,2.32923746240892,1.41055351839692,1.22558361858956,2.60121744730411,1.26345111764061,0.644837419176416,2.45424174854918,0.731804127524386,-1.51021778435219,-1.70791730188618,-2.05902624238725,-1.06593736008527,-0.448261542861511,-0.712021987438519,-1.46183124159648,-0.32989651114727,-1.62335714307263,-0.973607844478367,-0.407647372210505,-1.26157462176418,-0.842688826715816,1.19762352361326,0.177332154980003,-0.412126852283693,-0.67079514559642,0.734919993887082,1.42975393117117,0.310710906555697
"S004",-0.498684752496559,0.0973687457847794,-0.150197316951867,0.0623953733883873,-0.8714408919485,-0.815047566924457,-0.0726636610253245,0.345846238654062,-1.22082286704562,-0.737901872615142,-0.944298433495714,0.0507606770338239,-1.91691512750494,0.572161817983901,-0.0997154915723274,0.436252202468564,-1.05240319937984,0.763871867731477,0.523350238838452,1.37300179942746,1.29651181192852,-0.0728870208307279,0.188932215071497,0.603463365221633,-0.23551649321445,0.432475600397475,0.356996440081507,-0.172910538266918,0.644894721063542,-1.38546848235675,0.250803432912488,1.16865679020913,-1.98666660373643,-1.19094275865906,0.995385075951995,1.02652281672567,0.177000791655597,1.84597102885633,0.462287680496024,0.471306064192027
"S005",1.42978902610797,-0.678838322422709,1.55567838802213,0.940987287953588,2.1399861345987,0.922761702406692,-0.131540017161807,0.628601995590486,0.0763804378262644,1.62089939900219,0.568790327875411,0.963971350689504,1.23053719918161,0.121135643002663,0.00285538664025117,0.958964112288212,1.92413533729977,1.27265415228695,0.492142538051336,-0.238495202141288,-1.44609078128526,-0.76563547135427,0.621140368500038,-2.49461465872562,-1.06540247621072,-0.825189105312395,-1.40915490699347,-0.408616607109416,0.642496856652341,-1.6522491869778,-1.48269245807527,-0.0750003307815095,-1.39409728494656,0.502871758457888,-0.0180725987336204,-0.675160131316846,-0.213745372829031,1.25951290281746,0.887853937566737,1.3801770874961
"S006",0.0606516202848,0.971321091451711,0.724013522547323,1.75134736893453,0.223188255835261,1.88180900138591,1.61060834140948,0.573822478584812,0.189280567653743,0.856646824485359,-0.0312338573198923,1.72281656324241,1.23402622235363,1.79379718520399,1.0103061153432,0.310337946336489,1.3545621401914,1.64998929915259,0.0941782102509967,0.25091715095015,-0.62011007369054,-0.0703237080662259,0.532192674927297,-0.937464487724905,-1.05339807338371,-0.227663288142317,-1.22911154405091,-0.189412843046307,-0.39623464581541,-0.180648320563531,-0.322350475012513,-0.519773538975004,0.123039745281558,2.05415405027748,-1.00892899760384,-0.622511495440494,0.207775419135761,1.67293069149911,-0.328838826133993,0.275646674564273
"S007",-1.01683283242283,-1.20002061466644,-0.658018293561821,0.750652312896384,-0.313193934204897,-1.17125522706003,-1.71313026707965,-1.43866453555774,0.12582522106166,0.226992741744122,0.2108368661522,-1.00335980804301,-0.0912852381153649,-1.1411012631185,-1.31138859340187,-1.4346582935271,0.546247637463314,-0.626965320155968,-0.72773151260626,-3.20218593770403,1.32408997679887,-0.106061158897601,-0.0404882892110958,-0.204809853650811,0.460342744509092,-0.513831217176698,0.572581613916186,0.0622582655773738,0.287100391102004,0.131154246811767,0.588553248305782,0.793338641329158,0.673620047180757,0.0799452128036216,0.0743698355575688,0.543369959067923,-0.943906506870555,0.241274393763481,1.46540764331978,-0.135566407242552
"S008",-0.00308474988068511,-0.956694600224106,0.592595963793905,-1.03571551152813,-0.91018360791098,-0.159086414679445,0.352511679755196,0.946725291789427,1.35161128476667,-1.26079593346208,-0.183626531255609,-0.633971802942724,1.46214102726892,-0.263062260769281,0.680938677344129,0.530902042015879,1.28098454138374,0.46580467567238,-0.238411116171193,0.402210976681186,-0.833445517058302,-0.381412947401228,-0.545394956865851,0.0190229249527684,0.341935947236464,0.150378954405027,0.258234947249058,0.936797191035136,-0.312010598498019,0.103601565169748,-0.249284033145686,0.237162848985905,-0.979788711716429,1.702240223287,1.12179675295327,-1.14257734452386,-0.839715025916432,1.25379978526029,0.575532535507052,2.21015688934671
"S009",0.0679632233684287,-0.694940876069323,-0.922039486385387,-1.06993660378344,-0.856127905396704,-0.269656690721656,-0.100268061921752,0.315696970176754,-1.22196758509226,-1.23926355733112,-1.50560405997558,-0.1727882346171,0.433100749588846,-0.762764158371075,-1.80906091909072,0.968459126540626,-0.541633038880597,0.347002579683672,-1.51663074895867,0.196389211431581,1.23954065281575,-0.245784638946315,0.378920370299868,0.517278345508163,0.8987038238994,1.20998810176736,-0.377190761741194,-1.23093407995239,-0.356989613051403,0.673198119179459,-1.23915388906353,-1.62019350527042,0.493358371790483,1.71010006697242,1.44825892566838,0.960550611582776,-1.0573131797605,0.885420706799842,0.265568296335296,-0.0186851165908051
"S010",-1.50763709100641,-1.21771395068538,-0.631302295208978,-1.31628754918797,-0.95517042948465,-1.25730112083199,-2.14607400288032,-1.70499804843764,-1.22758556410263,-1.21166708422768,-1.9313369659707,-2.50217633446447,-1.76193552733316,-2.46742617455255,-0.158509388513626,-1.35749824938549,-0.980107546594886,-1.27541443120801,-1.15438820198083,-2.57566189067056,0.83832088876335,0.0985171042685055,2.20010824382382,2.23636211703858,1.72446797538016,1.85475108173591,1.03913019778007,1.79792901665572,-0.246227484984282,2.44525461372173,1.17089105439007,1.97920215122159,0.0292452861954998,0.0314267282313598,0.251008150359833,1.17232664839338,-1.89582788629843,-0.305904633291313,0.0421283032289621,0.740117311823475
