"sample_id","met_01","met_02","met_03","met_04","met_05","met_06","met_07","met_08","met_09","met_10","met_11","met_12","met_13","met_14","met_15","met_16","met_17","met_18","met_19","met_20","met_21","met_22","met_23","met_24","met_25","met_26","met_27","met_28","met_29","met_30","met_31","met_32","met_33","met_34","met_35","met_36","met_37","met_38","met_39","met_40","met_41","met_42","met_43","met_44","met_45","met_46","met_47","met_48","met_49","met_50","met_51","met_52","met_53","met_54","met_55","met_56","met_57","met_58","met_59","met_60"
"S001",-0.45078407124309,0.662361170939783,-1.46512395119983,-1.30583857523653,0.751948345635691,0.765087574709689,0.684396124552766,-0.159199905413745,0.813039565523619,-0.0257124680074613,1.31823106682918,0.238722728808402,0.78618332624344,0.537063983318331,-0.573333467395951,2.50995226581121,0.655254755300039,0.795112846263197,1.94501567899884,-0.362405550080315,-0.927684633615232,1.34877646314997,-0.733999360409694,1.11592208546588,0.18850549985016,-0.903305769161317,-2.2208422976791,0.361937690407161,-0.179413993099934,1.23539081040402,0.557684406696342,-0.0843103887090451,-0.196706365157121,0.698296210909013,-0.19528591339014,-0.0336659154723795,0.0398941984049819,2.14914229119799,1.13184784971873,-0.0868606665421574,-0.752873094503384,-0.292091306931312,0.996626642878111,-0.998493485735619,-0.338280446311723,-1.35500401932738,1.3851714528793,0.12605595573239,1.08075517777663,0.581042978404019,-1.09087724584231,-0.164042181670727,-1.00729632065189,-0.585551126615171,-0.650991512758926,-0.731849030806378,0.158171312687566,-0.198353253693182,-0.78451727448111,-0.724624153706959
"S002",0.378172741116439,-2.64961942221566,-0.946332788154885,0.355067593123053,0.489442655867923,0.0533273518804852,0.303424501868816,0.00575760288818399,1.10224239068275,-0.110664697538763,-0.216655895053322,-1.23065784387737,-1.4324407000494,-1.36068618322703,0.336494301897145,-0.415945893430792,1.95349294944086,-0.10634852084365,-0.335746611615139,0.425080013159268,0.718184033429222,-0.734537685390168,-0.479355117217407,0.407592882119053,0.568166115047591,1.73262692332253,1.53612901621858,-0.722922625135518,-0.190640662275182,-0.593275284957187,-0.80953131610176,-0.0117161980540468,-1.36041281306067,-0.609893656158102,0.772843956427928,-0.435221802367353,-0.58620535385156,-1.03275696273279,0.127983882388442,-0.727005736771055,0.819038221703722,-1.03107068982945,-0.860913288979796,-1.35712978612723,0.00910481576206107,0.561869733556895,-1.55531487218925,-1.21944491545155,-2.50400818974379,-0.717378826326731,0.669275778741426,-2.11199774156348,-1.34397580157456,0.349991928456747,-0.632404159909253,-1.23011313878574,0.321911979407661,-1.47380979487984,0.620633571635437,-0.624605702946089
"S003",0.682342520893569,-1.4743160374748,0.843128843714547,0.398669981894989,0.491004067466557,0.406294501101786,0.839447679379026,-0.544734598652513,0.481676882585258,1.76934186171775,0.335445955280773,0.603267810868391,-1.14599649349828,0.534781342121664,-0.559994911415926,0.0882584769613153,0.336608106361565,1.47894734098121,-0.899480701296018,0.58141832270821,-0.533656607989228,0.338455777177494,-1.99111673521228,-1.71733464253761,-1.17843384013586,1.32480966402492,-0.100775175604731,0.15704294413703,1.01130248647076,-0.736142859247294,-0.125338695439939,-0.338223989549615,1.39412060670653,0.288821479108208,0.342453323822747,1.32033681078606,0.922156791527223,0.953659462719035,0.97955502945407,1.15403231461668,0.392462240811076,0.229911935381892,0.307663814478801,1.14581944229311,0.155132630167764,0.533746380465534,-0.460814740397441,1.99232496367909,0.350677188565954,-0.0401894061364245,-0.866559935129439,0.116258760745476,-1.09633558547459,-0.452213049615695,-1.89064850726353,-0.660506106966301,0.441648929822685,1.15808007986913,-0.225090432949751,0.685268040225466
"S004",-0.0816145871794447,0.0667484029938882,-0.264135774773329,-0.553032608694081,0.729872262828262,-0.243984677336456,-2.23410995255558,0.245980015926757,0.162018786166846,-0.165701762544871,0.814293577542725,0.0471540867790229,-0.489506902788664,0.0199898061912206,0.41822244407218,-1.32725703613201,0.550326108855216,-0.909513662226009,-0.656617948250352,1.06673900699074,-1.40337785588008,-0.140980873480506,-1.06553304711539,-0.23060278870036,-0.90602904985656,0.0855661199050363,0.197252908354642,-0.105220130866579,0.508936399938723,-1.59315392250549,0.155868365378612,0.12169951580189,-0.254060996308714,0.1211776515098,0.652575515479966,2.14031172015576,1.01940966267733,0.447092261235782,0.162607529696646,-0.650408090309749,0.42470386596228,-1.03032690381228,-0.494873746978306,-0.0514826126343825,0.79596144081576,0.248624372966744,0.655406031409335,-0.742826184284264,-1.86470733888921,-0.29239123271775,1.62967189200686,1.45988671975807,0.212653943267764,-0.0837120640002656,0.673411390259711,0.0137193348195205,1.12006113953178,1.09617663677429,-0.299792924401742,0.812670756301212
"S005",0.968479136975654,-0.217423272141232,-0.097608761898764,0.52616616263124,0.233192248230802,0.873307156418596,0.37770867584162,-0.339768383985358,0.436165055864067,0.639231948501677,0.273559808604101,0.167596233811434,1.97620785885024,0.819338836598163,0.899456569383084,-1.77521561689145,-0.888844599667604,-0.0129765721476449,-1.47683239763372,-0.874632642383674,-0.207729208425911,0.826380279276818,-0.215879089969399,-1.54488017310051,0.349721297078367,0.244957756576208,-1.63544095843933,0.98527117641245,-2.12719554564567,-0.740686906529888,0.429766661544114,1.12389722150937,1.06799111069581,0.536111951177741,1.31139115042618,1.03808391327805,-0.112013250935515,0.129531656872568,-0.191355937968168,0.29443584917295,1.41621887424543,1.36087746551366,0.483607139866143,0.427470779199601,1.08611231447063,2.07537358500436,-0.939442222823338,1.4313454758056,0.763699049307632,-0.257811492042651,-0.428303942160484,-0.572552419232298,-0.306443203615692,-0.48981817957339,0.671585998521111,0.280203494513737,-0.18611310275137,-0.349947689425811,0.256153962385975,1.76697506359777
"S006",1.36070053170775,0.0165865018612102,0.217297482461406,0.608800669770472,0.229399675355862,-0.672478687173906,-0.293891587835469,1.23106803352052,0.689131359022364,0.991660246896867,1.06509102399634,-0.245798438698361,0.261002657602577,0.743574397072636,1.25847359857306,-1.0498687734468,-0.230974872481485,-0.383670655146689,-0.434699910147927,-0.956485195805603,-0.599146682159366,-0.0980458569331987,0.18972632504041,-1.15999285404072,0.123161275921429,-0.112217932930861,0.587908960409768,-0.0486281151255795,-0.272334514358513,1.48064478335738,1.09853385783319,0.991901465576499,2.56073077821056,2.13062793025216,0.566202882073924,1.71402061555943,-0.375089622838314,0.364132992948685,0.684728287461746,0.208169629228754,0.916857064587725,0.515131005832522,-0.345800166082277,0.175788571255201,-1.78093340908716,1.33398742461436,-0.421086023144558,1.66304210669657,-0.213960320734291,-1.70405580360951,0.555623230031883,0.84322888618879,0.662066921409749,1.49096558936055,1.14199900794622,2.54472509235011,1.39353998771145,-0.513130853202549,0.610653800845994,0.775698835786416
"S007",-0.50386184225545,-0.724754826504701,-0.32567625588245,0.490787346925027,-0.949719112211475,-1.41811265864836,-1.37296108595328,-3.06223742276482,-2.2475387240048,-1.31750689007374,-1.59699262088168,-1.13876142764988,-0.445553951140657,0.226008165699704,-1.77396378847768,0.319951155593781,0.229208523241176,0.462304621434318,1.98668376046279,1.45217342473571,0.880329356848676,-0.0347212221864086,3.64421895140957,0.693767174066807,-0.0908068241052747,-1.75659154997238,1.65438796610102,-1.49306163903551,-0.377350538087876,0.456198305418246,1.20517073748181,-0.598576869706855,0.39053042414511,-0.013256521917607,-0.0985524641112006,-1.06852220116387,-0.593590557640872,-0.526712491530843,-0.122952781737754,-0.531789924143446,-1.26567044233052,-0.572999045494653,-0.473976070114347,-1.68448647552165,-0.349665706801527,0.608624851801733,-3.08035493777077,-1.24324630260682,-0.743186758038413,-1.87893678911844,-0.499710332170351,0.990377635446998,1.00148851546921,-1.28742417966228,0.981465661252716,0.144933978331118,-1.13273732494241,1.35089459283406,-0.313917402268829,-1.7191253437387
"S008",-1.55351540659878,-1.38882716422541,-0.290833557103362,-1.34241829756236,-0.476657445727036,0.108365210345363,0.590848358035634,-1.13712482517582,-0.880740000168874,-0.259379334819854,0.196910523640482,0.159336003045653,-0.315513686286132,-0.734858318241002,-0.945049544608814,0.450330584646279,1.53075467226413,-0.46547993312272,0.754362582743671,0.0603028425901949,0.10343348794213,-0.578055106706371,0.510342632170625,-0.511081817814376,1.97372952604719,0.305825204128827,-1.05239692378436,0.35542680188144,0.847947601444347,1.25773903537698,0.682571487447408,-1.68162630599953,0.5790136945211,-0.115235549089727,0.872780411015537,-0.237922043375309,0.0247852503834341,0.060852808802912,0.66802159238994,2.03500947251724,-0.143226199452644,0.680091414388005,1.23662836533427,-1.61142665493242,-0.0656344918461135,0.319083771175411,-1.37123767946877,-1.37818067131236,0.725984693606609,-0.584776996882058,0.63856265744247,-1.21538662591625,0.60859723420787,-0.544845222698719,-0.396633740413294,1.67329966218165,0.0803358465302629,-0.327154926711574,-0.715646625877185,0.868563010873287
"S009",1.41737059472208,0.0652703299931442,1.00494261116066,0.722810162279124,1.27036266310402,-0.150441018184556,1.04904658552308,1.40085461798452,0.601302994568161,-0.546467210741239,1.03091971772745,1.40617972303578,1.02228911513009,-0.00117211531051861,0.892913771826229,-0.955136034565552,-0.450969303215646,1.0662869574902,-1.6281049032218,-0.955895544294729,-1.27463898898307,0.635230887638907,-0.997172378544957,-0.594450927952374,-1.29772775072558,0.442524652301122,0.256213728517751,0.784657875643151,0.216284832768818,-0.140088326451252,0.316457748119349,0.755924337039139,-1.0571270623816,-0.4108877322061,-0.142425731899661,-0.792897326378145,-0.55942906038352,0.127688341517068,-0.807687068360928,-0.121983256820084,0.873386228740623,0.858639393375575,0.559158229492156,-0.902176017076162,-0.416458304761688,1.65283032511254,-0.156411815677639,1.21078452426751,0.654227206245473,-0.341567143308511,-0.567897139533697,1.38565115002464,1.8787392709491,0.162716603357259,-1.20760682140025,1.66809424459773,-0.656491370572656,-2.22060557781661,-0.6099148937832,0.135015334256284
"S010",0.823676808671256,0.256565374678272,0.605883545365726,-1.01111341249273,0.931985445328101,-1.27795469351924,0.962967376476812,1.87316151450541,1.51598181768971,-1.15547834005293,-0.285878942315842,0.099721981458007,-0.171216104514923,-1.2440792716971,0.966908128356039,-0.28715701036004,-1.19160865936527,-0.462215210884928,-1.0363113462205,-0.470605797850195,-0.504981245637249,-1.63766070312507,1.04652240028937,-0.970309769587633,0.202006751152939,-1.06884635895845,-1.30058584488353,-2.22302481498011,0.716143342876989,-2.65639756110114,0.583999048005493,-0.488432668857009,-1.33829655291679,-0.825709964560193,-0.88074532227352,-0.489281538564605,-1.60914499211508,-1.39607116666036,-2.16321773440963,-3.11487725816138,1.05064330967117,-0.39968529417188,-1.70230402749933,-1.57109217153434,0.466219553484948,-0.177214031915864,1.18049876802417,-0.96249856772402,-1.41007571569698,-0.867101357578508,-0.213981717697403,0.636816758039671,0.0179448673981283,0.0269890752921226,0.915660915280143,1.31793070655075,0.157968819859252,0.87397966455886,0.167890805789249,-0.11389524586532
